match_id,team_id,match_win,early_minute,first_blood,early_dragons,early_heralds,early_item_purchases,team_total_gold,team_avg_gold,team_total_xp,team_avg_xp,team_total_minions,team_avg_minions,team_total_jungle_minions,team_avg_jungle_minions
LA2_1599859742,100,0,10,0,0,0,68,14806.0,2961.2,17043.0,3408.6,177.0,35.4,52.0,10.4
LA2_1599859742,200,1,10,1,2,0,73,19878.0,3975.6,20646.0,4129.2,230.0,46.0,72.0,14.4
