match_id,team_id,match_win,early_minute,first_blood,early_dragons,early_heralds,early_item_purchases,team_total_gold,team_avg_gold,team_total_xp,team_avg_xp,team_total_minions,team_avg_minions,team_total_jungle_minions,team_avg_jungle_minions
LA2_1599859742,100,0,15,0,0,0,68,26440.0,5288.0,29068.0,5813.6,285.0,57.0,76.0,15.2
LA2_1599859742,200,1,15,1,2,0,73,30606.0,6121.2,33368.0,6673.6,336.0,67.2,108.0,21.6
